Team,BGR,,Team,KAERI,,Team,NARI,,Team,NWMO,,Team,SSM-UU,,Team,SURAO,,Team,CNSC
Problem,4-Fracture,,Problem,4-Fracture,,Problem,4-Fracture,,Problem,4-Fracture,,Problem,4-Fracture,,Problem,4-Fracture,,Problem,4-Fracture 
Section,5.2.4,,Section,5.2.4,,Section,5.2.4,,Section,5.2.4,,Section,5.2.4,,Section,5.2.4,,Section,5.2.4
Sim ID,4BGR-DA,,Sim ID,4KAERI-DA,,Sim ID,4NARI-EP,,Sim ID,4NWMO-DA,,Sim ID,4SSM-UU-DA,,Sim ID,4SURAO-EA,,Sim ID,4CNSC-DA
Approach,DFN ADE,,Approach,DFN,,Approach,ECPM & Particle tracking,,Approach,DFN ADE (COMSOL),,Approach,DFN,,Approach,CPM with zero matrix porosity,,Approach,With COMSOL ver 6.0
,,,,,,,,,,,,,,,,,,conservative,
Time [y],Tracer Cum_M_inj_out/Cum_M_inj,,Time [y],Tracer Cum_M_inj_out/Cum_M_inj,,Time [y],Tracer Cum_M_inj_out/Cum_M_inj,,Time [y],Tracer Cum_M_inj_out/Cum_M_inj,,Time [y],Tracer Cum_M_inj_out/Cum_M_inj,,Time [y],Tracer Cum_M_inj_out/Cum_M_inj,,Time [y],Tracer Cum_M_inj_out/Cum_M_inj
,,,24.4,0.995,,9.35E-01,7.04E-02,,0.135317554,-1.29E-34,,0.032734069,5.20E-67,,,,,,
,,,24.5,0.995,,9.35E-01,7.05E-02,,0.136075016,-1.29E-34,,0.033113112,8.61E-67,,,,,,
,,,24.6,0.996,,9.35E-01,7.06E-02,,0.136832477,-1.29E-34,,0.033496544,5.29E-67,,,,,,
,,,24.7,0.996,,9.35E-01,7.07E-02,,0.137589939,-1.29E-34,,0.033884416,-2.88E-67,,,,,,
,,,24.8,0.996,,9.35E-01,7.08E-02,,0.1383474,-1.29E-34,,0.034276779,-9.61E-67,,,,,,
,,,24.9,0.996,,9.35E-01,7.09E-02,,0.139104862,-1.29E-34,,0.034673685,-9.15E-67,,,,,,
,,,25,0.996,,9.35E-01,7.10E-02,,0.139862323,-1.29E-34,,0.035075187,-1.18E-67,,,,,,
,,,25.1,0.996,,9.35E-01,7.11E-02,,0.140619785,-1.29E-34,,0.035481339,8.56E-67,,,,,,
,,,25.2,0.996,,9.35E-01,7.12E-02,,0.141377246,-1.29E-34,,0.035892193,1.23E-66,,,,,,
,,,25.3,0.996,,9.35E-01,7.13E-02,,0.142134707,-1.29E-34,,0.036307805,6.36E-67,,,,,,
,,,25.4,0.996,,9.35E-01,7.14E-02,,0.142892169,-1.29E-34,,0.03672823,-5.40E-67,,,,,,
,,,25.5,0.996,,9.35E-01,7.15E-02,,0.14364963,-1.29E-34,,0.037153523,-1.40E-66,,,,,,
,,,25.6,0.996,,9.35E-01,7.16E-02,,0.144407092,-1.29E-34,,0.03758374,-1.19E-66,,,,,,
,,,25.7,0.996,,9.35E-01,7.17E-02,,0.145164553,-1.29E-34,,0.03801894,5.44E-68,,,,,,
,,,25.8,0.996,,9.35E-01,7.18E-02,,0.145922015,-1.29E-34,,0.038459178,1.41E-66,,,,,,
,,,25.9,0.996,,9.35E-01,7.19E-02,,0.146679476,-1.29E-34,,0.038904514,1.72E-66,,,,,,
,,,26,0.996,,9.35E-01,7.20E-02,,0.147436938,-1.29E-34,,0.039355008,5.35E-67,,,,,,
,,,26.1,0.996,,9.35E-01,7.21E-02,,0.148194399,-1.29E-34,,0.039810717,-1.29E-66,,,,,,
,,,26.2,0.996,,9.35E-01,7.22E-02,,0.14895186,-1.29E-34,,0.040271703,-2.16E-66,,,,,,
,,,26.3,0.996,,9.35E-01,7.23E-02,,0.149709322,-1.29E-34,,0.040738028,-1.13E-66,,,,,,
,,,26.4,0.996,,9.35E-01,7.24E-02,,0.150466783,-1.29E-34,,0.041209752,1.05E-66,,,,,,
,,,26.5,0.996,,9.35E-01,7.25E-02,,0.151224245,-1.29E-34,,0.041686938,2.44E-66,,,,,,
,,,26.6,0.996,,9.35E-01,7.26E-02,,0.151981706,-1.29E-34,,0.04216965,1.68E-66,,,,,,
,,,26.7,0.996,,9.35E-01,7.27E-02,,0.152739168,-1.29E-34,,0.042657952,-6.85E-67,,,,,,
,,,26.8,0.996,,9.35E-01,7.28E-02,,0.153496629,-1.29E-34,,0.043151908,-2.56E-66,,,,,,
,,,26.9,0.996,,9.35E-01,7.29E-02,,0.154254091,-1.29E-34,,0.043651583,-2.20E-66,,,,,,
,,,27,0.996,,9.35E-01,7.30E-02,,0.155011552,-1.29E-34,,0.044157045,1.96E-67,,,,,,
,,,27.1,0.996,,9.35E-01,7.31E-02,,0.155769013,-1.29E-34,,0.044668359,2.56E-66,,,,,,
,,,27.2,0.996,,9.35E-01,7.32E-02,,0.156526475,-1.29E-34,,0.045185594,2.74E-66,,,,,,
,,,27.3,0.996,,9.35E-01,7.33E-02,,0.157283936,-1.29E-34,,0.045708819,3.97E-67,,,,,,
,,,27.4,0.996,,9.35E-01,7.34E-02,,0.158041398,-1.29E-34,,0.046238102,-2.53E-66,,,,,,
,,,27.5,0.996,,9.35E-01,7.35E-02,,0.158798859,-1.29E-34,,0.046773514,-3.35E-66,,,,,,
,,,27.6,0.996,,9.35E-01,7.36E-02,,0.159556321,-1.29E-34,,0.047315126,-1.03E-66,,,,,,
,,,27.7,0.996,,9.35E-01,7.37E-02,,0.160313782,-1.29E-34,,0.047863009,2.59E-66,,,,,,
,,,27.8,0.996,,9.35E-01,7.38E-02,,0.161071244,-1.29E-34,,0.048417237,4.07E-66,,,,,,
,,,27.9,0.996,,9.35E-01,7.39E-02,,0.161828705,-1.29E-34,,0.048977882,1.59E-66,,,,,,
,,,28,0.996,,9.35E-01,7.40E-02,,0.162586167,-1.29E-34,,0.049545019,-2.86E-66,,,,,,
,,,28.1,0.996,,9.35E-01,7.41E-02,,0.163343628,-1.29E-34,,0.050118723,-4.88E-66,,,,,,
,,,28.2,0.996,,9.35E-01,7.42E-02,,0.164101089,-1.29E-34,,0.050699071,-1.96E-66,,,,,,
,,,28.3,0.996,,9.35E-01,7.43E-02,,0.164858551,-1.29E-34,,0.051286138,3.45E-66,,,,,,
,,,28.4,0.996,,9.35E-01,7.44E-02,,0.165616012,-1.29E-34,,0.051880004,5.78E-66,,,,,,
,,,28.5,0.996,,9.35E-01,7.45E-02,,0.166373474,-1.29E-34,,0.052480746,1.99E-66,,,,,,
,,,28.6,0.996,,9.35E-01,7.46E-02,,0.167130935,-1.29E-34,,0.053088444,-4.50E-66,,,,,,
,,,28.7,0.996,,9.35E-01,7.47E-02,,0.167888397,-1.29E-34,,0.05370318,-6.62E-66,,,,,,
,,,28.8,0.996,,9.36E-01,7.48E-02,,0.168645858,-1.29E-34,,0.054325033,-1.36E-66,,,,,,
,,,28.9,0.996,,9.36E-01,7.49E-02,,0.16940332,-1.29E-34,,0.054954087,6.02E-66,,,,,,
,,,29,0.996,,9.36E-01,7.50E-02,,0.170160781,-1.29E-34,,0.055590426,7.04E-66,,,,,,
,,,29.1,0.996,,9.36E-01,7.51E-02,,0.170918242,-1.29E-34,,0.056234133,-1.70E-67,,,,,,
,,,29.2,0.996,,9.36E-01,7.52E-02,,0.171675704,-1.29E-34,,0.056885293,-7.74E-66,,,,,,
,,,29.3,0.996,,9.36E-01,7.53E-02,,0.172433165,-1.28E-34,,0.057543994,-6.54E-66,,,,,,
,,,29.4,0.996,,9.36E-01,7.54E-02,,0.173190627,-1.28E-34,,0.058210322,2.64E-66,,,,,,
,,,29.5,0.996,,9.36E-01,7.55E-02,,0.173948088,-1.28E-34,,0.058884366,9.08E-66,,,,,,
,,,29.6,0.996,,9.36E-01,7.56E-02,,0.17470555,-1.29E-34,,0.059566214,4.66E-66,,,,,,
,,,29.7,0.996,,9.36E-01,7.57E-02,,0.175463011,-1.29E-34,,0.060255959,-5.65E-66,,,,,,
,,,29.8,0.996,,9.36E-01,7.58E-02,,0.176220473,-1.29E-34,,0.06095369,-9.17E-66,,,,,,
,,,29.9,0.996,,9.36E-01,7.59E-02,,0.176977934,-1.29E-34,,0.0616595,-1.27E-66,,,,,,
,,,30,0.996,,9.36E-01,7.60E-02,,0.177735395,-1.30E-34,,0.062373484,8.26E-66,,,,,,
,,,30.5,0.996,,9.36E-01,7.61E-02,,0.178492857,-1.30E-34,,0.063095734,7.29E-66,,,,,,
,,,31,0.996,,9.36E-01,7.62E-02,,0.179250318,-1.30E-34,,0.063826349,-2.96E-66,,,,,,
,,,31.5,0.996,,9.36E-01,7.63E-02,,0.18000778,-1.30E-34,,0.064565423,-9.22E-66,,,,,,
,,,32,0.996,,9.36E-01,7.64E-02,,0.180765241,-1.29E-34,,0.065313055,-3.38E-66,,,,,,
,,,32.5,0.996,,9.36E-01,7.65E-02,,0.181522703,-1.29E-34,,0.066069345,6.77E-66,,,,,,
,,,33,0.996,,9.36E-01,7.66E-02,,0.182280164,-1.28E-34,,0.066834392,7.70E-66,,,,,,
,,,33.5,0.996,,9.36E-01,7.67E-02,,0.183037626,-1.28E-34,,0.067608298,-1.81E-66,,,,,,
,,,34,0.997,,9.36E-01,7.68E-02,,0.183795087,-1.28E-34,,0.068391165,-8.76E-66,,,,,,
,,,34.5,0.997,,9.36E-01,7.69E-02,,0.184552548,-1.28E-34,,0.069183097,-3.36E-66,,,,,,
,,,35,0.997,,9.36E-01,7.70E-02,,0.18531001,-1.28E-34,,0.0699842,7.08E-66,,,,,,
,,,35.5,0.997,,9.36E-01,7.71E-02,,0.186067471,-1.28E-34,,0.070794578,7.46E-66,,,,,,
,,,36,0.997,,9.36E-01,7.72E-02,,0.186824933,-1.28E-34,,0.071614341,-3.61E-66,,,,,,
,,,36.5,0.997,,9.36E-01,7.73E-02,,0.187582394,-1.29E-34,,0.072443596,-1.01E-65,,,,,,
,,,37,0.997,,9.36E-01,7.74E-02,,0.188339856,-1.30E-34,,0.073282453,-1.11E-66,,,,,,
,,,37.5,0.997,,9.36E-01,7.75E-02,,0.189097317,-1.31E-34,,0.074131024,1.12E-65,,,,,,
,,,38,0.997,,9.36E-01,7.76E-02,,0.189854779,-1.32E-34,,0.074989421,7.00E-66,,,,,,
,,,38.5,0.997,,9.36E-01,7.77E-02,,0.19061224,-1.32E-34,,0.075857758,-1.00E-65,,,,,,
,,,39,0.997,,9.36E-01,7.78E-02,,0.191369701,-1.31E-34,,0.076736149,-1.36E-65,,,,,,
,,,39.5,0.997,,9.36E-01,7.79E-02,,0.192127163,-1.31E-34,,0.077624712,5.49E-66,,,,,,
,,,40,0.997,,9.36E-01,7.80E-02,,0.192884624,-1.29E-34,,0.078523563,1.95E-65,,,,,,
,,,40.5,0.997,,9.36E-01,7.81E-02,,0.193642086,-1.27E-34,,0.079432823,2.98E-66,,,,,,
,,,41,0.997,,9.36E-01,7.82E-02,,0.194399547,-1.25E-34,,0.080352612,-2.24E-65,,,,,,
,,,41.5,0.997,,9.36E-01,7.83E-02,,0.195157009,-1.23E-34,,0.081283052,-1.45E-65,,,,,,
,,,42,0.997,,9.36E-01,7.84E-02,,0.19591447,-1.22E-34,,0.082224265,2.00E-65,,,,,,
,,,42.5,0.997,,9.36E-01,7.85E-02,,0.196671932,-1.23E-34,,0.083176377,2.65E-65,,,,,,
,,,43,0.997,,9.36E-01,7.86E-02,,0.197429393,-1.25E-34,,0.084139514,-1.14E-65,,,,,,
,,,43.5,0.997,,9.36E-01,7.87E-02,,0.198186854,-1.29E-34,,0.085113804,-3.57E-65,,,,,,
,,,44,0.997,,9.36E-01,7.88E-02,,0.198944316,-1.33E-34,,0.086099375,-2.34E-66,,,,,,
,,,44.5,0.997,,9.36E-01,7.89E-02,,0.199701777,-1.36E-34,,0.087096359,3.89E-65,,,,,,
,,,45,0.997,,9.36E-01,7.90E-02,,0.200459239,-1.38E-34,,0.088104887,1.81E-65,,,,,,
,,,45.5,0.997,,9.36E-01,7.91E-02,,0.2012167,-1.38E-34,,0.089125094,-3.47E-65,,,,,,
,,,46,0.997,,9.36E-01,7.92E-02,,0.201974162,-1.36E-34,,0.090157114,-3.16E-65,,,,,,
,,,46.5,0.997,,9.36E-01,7.93E-02,,0.202731623,-1.33E-34,,0.091201084,2.40E-65,,,,,,
,,,47,0.997,,9.36E-01,7.94E-02,,0.203489085,-1.31E-34,,0.092257143,3.89E-65,,,,,,
,,,47.5,0.997,,9.36E-01,7.95E-02,,0.204246546,-1.30E-34,,0.09332543,-9.85E-66,,,,,,
,,,48,0.997,,9.36E-01,7.96E-02,,0.205004007,-1.29E-34,,0.094406088,-3.74E-65,,,,,,
,,,48.5,0.997,,9.36E-01,7.97E-02,,0.205761469,-1.23E-34,,0.095499259,-3.45E-66,,,,,,
,,,49,0.997,,9.36E-01,7.98E-02,,0.20651893,-1.17E-34,,0.096605088,2.65E-65,,,,,,
,,,49.5,0.997,,9.36E-01,7.99E-02,,0.207276392,-1.11E-34,,0.097723722,1.12E-65,,,,,,
,,,50,0.997,,9.36E-01,8.00E-02,,0.208033853,-1.09E-34,,0.098855309,-7.30E-66,,,,,,
,,,50.5,0.997,,9.36E-01,8.01E-02,,0.208791315,-1.14E-34,,0.1,-9.75E-66,,,,,,
,,,51,0.997,,9.36E-01,8.02E-02,,0.209548776,-1.22E-34,,0.101157945,-1.78E-65,,,,,,
,,,51.5,0.997,,9.36E-01,8.03E-02,,0.210306238,-1.29E-34,,0.102329299,-3.27E-66,,,,,,
,,,52,0.997,,9.36E-01,8.04E-02,,0.211063699,-1.35E-34,,0.103514217,4.63E-65,,,,,,
,,,52.5,0.997,,9.36E-01,8.05E-02,,0.21182116,-1.41E-34,,0.104712855,2.82E-65,,,,,,
,,,53,0.997,,9.36E-01,8.06E-02,,0.212578622,-1.44E-34,,0.105925373,-7.68E-65,,,,,,
,,,53.5,0.997,,9.36E-01,8.07E-02,,0.213336083,-1.45E-34,,0.107151931,-6.37E-65,,,,,,
,,,54,0.997,,9.36E-01,8.08E-02,,0.214093545,-1.46E-34,,0.108392691,1.10E-64,,,,,,
,,,54.5,0.997,,9.36E-01,8.09E-02,,0.214851006,-1.54E-34,,0.10964782,1.07E-64,,,,,,
,,,55,0.997,,9.36E-01,8.10E-02,,0.215608468,-1.62E-34,,0.110917482,-1.48E-64,,,,,,
,,,55.5,0.997,,9.37E-01,8.11E-02,,0.216365929,-1.68E-34,,0.112201845,-1.53E-64,,,,,,
,,,56,0.997,,9.37E-01,8.12E-02,,0.217123391,-1.65E-34,,0.113501082,1.99E-64,,,,,,
,,,56.5,0.997,,9.37E-01,8.13E-02,,0.217880852,-1.43E-34,,0.114815362,1.95E-64,,,,,,
,,,57,0.997,,9.37E-01,8.14E-02,,0.218638313,-1.02E-34,,0.116144861,-2.71E-64,,,,,,
,,,57.5,0.997,,9.37E-01,8.15E-02,,0.219395775,-6.31E-35,,0.117489755,-2.25E-64,,,,,,
,,,58,0.997,,9.37E-01,8.16E-02,,0.220153236,-3.37E-35,,0.118850223,3.77E-64,,,,,,
,,,58.5,0.997,,9.37E-01,8.17E-02,,0.220910698,-1.43E-35,,0.120226443,2.28E-64,,,,,,
,,,59,0.997,,9.37E-01,8.18E-02,,0.221668159,-1.80E-35,,0.1216186,-5.31E-64,,,,,,
,,,59.5,0.997,,9.37E-01,8.19E-02,,0.222425621,-5.08E-35,,0.123026877,-1.81E-64,,,,,,
,,,60,0.997,,9.37E-01,8.20E-02,,0.223183082,-9.98E-35,,0.124451461,7.46E-64,,,,,,
,,,,,,9.37E-01,8.21E-02,,0.223940544,-1.45E-34,,0.125892541,5.34E-65,,,,,,
,,,,,,9.37E-01,8.22E-02,,0.224698005,-1.84E-34,,0.127350308,-1.03E-63,,,,,,
,,,,,,9.37E-01,8.23E-02,,0.225455466,-2.37E-34,,0.128824955,2.04E-64,,,,,,
,,,,,,9.37E-01,8.24E-02,,0.226212928,-2.97E-34,,0.130316678,1.36E-63,,,,,,
,,,,,,9.37E-01,8.25E-02,,0.226970389,-3.64E-34,,0.131825674,-6.55E-64,,,,,,
,,,,,,9.37E-01,8.26E-02,,0.227727851,-4.21E-34,,0.133352143,-1.71E-63,,,,,,
,,,,,,9.37E-01,8.27E-02,,0.228485312,-4.16E-34,,0.134896288,1.38E-63,,,,,,
,,,,,,9.37E-01,8.28E-02,,0.229242774,-2.97E-34,,0.136458314,1.98E-63,,,,,,
,,,,,,9.37E-01,8.29E-02,,0.230000235,-1.13E-34,,0.138038426,-2.44E-63,,,,,,
,,,,,,9.37E-01,8.30E-02,,0.230757697,6.67E-35,,0.139636836,-2.00E-63,,,,,,
,,,,,,9.37E-01,8.31E-02,,0.231515158,2.36E-34,,0.141253754,3.88E-63,,,,,,
,,,,,,9.37E-01,8.32E-02,,0.23227262,3.83E-34,,0.142889396,1.52E-63,,,,,,
,,,,,,9.37E-01,8.33E-02,,0.233030081,4.67E-34,,0.144543977,-5.62E-63,,,,,,
,,,,,,9.37E-01,8.34E-02,,0.233787542,4.31E-34,,0.146217717,-1.87E-64,,,,,,
,,,,,,9.37E-01,8.35E-02,,0.234545004,2.85E-34,,0.147910839,7.39E-63,,,,,,
,,,,,,9.37E-01,8.36E-02,,0.235302465,8.12E-35,,0.149623566,-2.34E-63,,,,,,
,,,,,,9.37E-01,8.37E-02,,0.236059927,-2.05E-34,,0.151356125,-8.59E-63,,,,,,
,,,,,,9.37E-01,8.38E-02,,0.236817388,-4.98E-34,,0.153108746,6.27E-63,,,,,,
,,,,,,9.37E-01,8.39E-02,,0.23757485,-7.29E-34,,0.154881662,8.27E-63,,,,,,
,,,,,,9.37E-01,8.40E-02,,0.238332311,-9.41E-34,,0.156675107,-1.13E-62,,,,,,
,,,,,,9.37E-01,8.41E-02,,0.239089773,-1.17E-33,,0.158489319,-5.19E-63,,,,,,
,,,,,,9.37E-01,8.42E-02,,0.239847234,-1.28E-33,,0.160324539,1.63E-62,,,,,,
,,,,,,9.37E-01,8.43E-02,,0.240604695,-1.16E-33,,0.16218101,-1.71E-63,,,,,,
,,,,,,9.37E-01,8.44E-02,,0.241362157,-8.35E-34,,0.164058977,-1.87E-62,,,,,,
,,,,,,9.37E-01,8.45E-02,,0.242119618,-3.64E-34,,0.165958691,1.23E-62,,,,,,
,,,,,,9.37E-01,8.46E-02,,0.24287708,2.89E-34,,0.167880402,1.51E-62,,,,,,
,,,,,,9.37E-01,8.47E-02,,0.243634541,1.11E-33,,0.169824365,-2.39E-62,,,,,,
,,,,,,9.37E-01,8.48E-02,,0.244392003,1.84E-33,,0.171790839,-2.18E-63,,,,,,
,,,,,,9.37E-01,8.49E-02,,0.245149464,2.23E-33,,0.173780083,3.01E-62,,,,,,
,,,,,,9.37E-01,8.50E-02,,0.245906926,2.25E-33,,0.175792361,-1.99E-62,,,,,,
,,,,,,9.37E-01,8.51E-02,,0.246664387,1.88E-33,,0.177827941,-2.11E-62,,,,,,
,,,,,,9.37E-01,8.52E-02,,0.247421848,1.08E-33,,0.179887092,4.31E-62,,,,,,
,,,,,,9.37E-01,8.53E-02,,0.24817931,-1.65E-35,,0.181970086,-1.10E-62,,,,,,
,,,,,,9.37E-01,8.54E-02,,0.248936771,-1.12E-33,,0.1840772,-4.85E-62,,,,,,
,,,,,,9.37E-01,8.55E-02,,0.249694233,-2.12E-33,,0.186208714,6.20E-62,,,,,,
,,,,,,9.37E-01,8.56E-02,,0.250451694,-2.85E-33,,0.188364909,1.01E-62,,,,,,
,,,,,,9.37E-01,8.57E-02,,0.251209156,-3.21E-33,,0.190546072,-1.02E-61,,,,,,
,,,,,,9.37E-01,8.58E-02,,0.251966617,-3.34E-33,,0.192752491,8.38E-62,,,,,,
,,,,,,9.37E-01,8.59E-02,,0.252724079,-3.59E-33,,0.19498446,7.11E-62,,,,,,
,,,,,,9.37E-01,8.60E-02,,0.25348154,-3.76E-33,,0.197242274,-1.97E-61,,,,,,
,,,,,,9.37E-01,8.61E-02,,0.254239001,-3.28E-33,,0.199526231,8.90E-62,,,,,,
,,,,,,9.37E-01,8.62E-02,,0.254996463,-1.51E-33,,0.201836636,2.13E-61,,,,,,
,,,,,,9.37E-01,8.63E-02,,0.255753924,1.52E-33,,0.204173794,-3.73E-61,,,,,,
,,,,,,9.37E-01,8.64E-02,,0.256511386,5.08E-33,,0.206538016,8.66E-62,,,,,,
,,,,,,9.37E-01,8.65E-02,,0.257268847,7.65E-33,,0.208929613,5.07E-61,,,,,,
,,,,,,9.37E-01,8.66E-02,,0.258026309,8.42E-33,,0.211348904,-7.61E-61,,,,,,
,,,,,,9.37E-01,8.67E-02,,0.25878377,7.29E-33,,0.213796209,6.75E-62,,,,,,
,,,,,,9.37E-01,8.68E-02,,0.259541232,5.20E-33,,0.216271852,1.18E-60,,,,,,
,,,,,,9.37E-01,8.69E-02,,0.260298693,2.95E-33,,0.218776162,-1.35E-60,,,,,,
,,,,,,9.37E-01,8.70E-02,,0.261056154,9.01E-34,,0.221309471,-8.23E-61,,,,,,
,,,,,,9.37E-01,8.71E-02,,0.261813616,-9.03E-34,,0.223872114,3.51E-60,,,,,,
,,,,,,9.37E-01,8.72E-02,,0.262571077,-2.74E-33,,0.226464431,-1.01E-60,,,,,,
,,,,,,9.38E-01,8.73E-02,,0.263328539,-5.66E-33,,0.229086765,-9.52E-60,,,,,,
,,,,,,9.38E-01,8.74E-02,,0.264086,-9.21E-33,,0.231739465,2.18E-59,,,,,,
,,,,,,9.38E-01,8.75E-02,,0.264843462,-1.29E-32,,0.234422882,-3.99E-59,,,,,,
,,,,,,9.38E-01,8.76E-02,,0.265600923,-1.54E-32,,0.237137371,1.83E-58,,,,,,
,,,,,,9.38E-01,8.77E-02,,0.266358385,-1.56E-32,,0.239883292,7.92E-58,,,,,,
,,,,,,9.38E-01,8.78E-02,,0.267115846,-1.21E-32,,0.24266101,-1.35E-56,,,,,,
,,,,,,9.38E-01,8.79E-02,,0.267873307,-5.03E-33,,0.245470892,6.89E-56,,,,,,
,,,,,,9.38E-01,8.80E-02,,0.268630769,4.25E-33,,0.248313311,-9.46E-56,,,,,,
,,,,,,9.38E-01,8.81E-02,,0.26938823,1.28E-32,,0.251188643,-1.40E-54,,,,,,
,,,,,,9.38E-01,8.82E-02,,0.270145692,1.84E-32,,0.254097271,1.98E-53,,,,,,
,,,,,,9.38E-01,8.83E-02,,0.270903153,2.01E-32,,0.257039578,-1.01E-52,,,,,,
,,,,,,9.38E-01,8.84E-02,,0.271660615,1.92E-32,,0.260015956,1.07E-52,,,,,,
,,,,,,9.38E-01,8.85E-02,,0.272418076,1.79E-32,,0.263026799,-1.30E-51,,,,,,
,,,,,,9.38E-01,8.86E-02,,0.273175538,1.66E-32,,0.266072506,9.62E-51,,,,,,
,,,,,,9.38E-01,8.87E-02,,0.273932999,1.37E-32,,0.26915348,-9.16E-51,,,,,,
,,,,,,9.38E-01,8.88E-02,,0.27469046,7.58E-33,,0.272270131,-1.13E-50,,,,,,
,,,,,,9.38E-01,8.89E-02,,0.275447922,-3.88E-34,,0.27542287,6.26E-50,,,,,,
,,,,,,9.38E-01,8.90E-02,,0.276205383,-8.30E-33,,0.278612117,-1.17E-49,,,,,,
,,,,,,9.38E-01,8.91E-02,,0.276962845,-1.53E-32,,0.281838293,1.37E-49,,,,,,
,,,,,,9.38E-01,8.92E-02,,0.277720306,-2.12E-32,,0.285101827,-9.11E-50,,,,,,
,,,,,,9.38E-01,8.93E-02,,0.278477768,-2.67E-32,,0.28840315,7.54E-50,,,,,,
,,,,,,9.38E-01,8.94E-02,,0.279235229,-3.36E-32,,0.291742701,-3.79E-49,,,,,,
,,,,,,9.38E-01,8.95E-02,,0.279992691,-4.25E-32,,0.295120923,1.66E-48,,,,,,
,,,,,,9.38E-01,8.96E-02,,0.280750152,-4.97E-32,,0.298538262,-5.65E-48,,,,,,
,,,,,,9.38E-01,8.97E-02,,0.281507613,-4.79E-32,,0.301995172,3.14E-47,,,,,,
,,,,,,9.38E-01,8.98E-02,,0.282265075,-3.14E-32,,0.305492111,-1.67E-46,,,,,,
,,,,,,9.38E-01,8.99E-02,,0.283022536,-6.55E-34,,0.309029543,6.82E-46,,,,,,
,,,,,,9.38E-01,9.00E-02,,0.283779998,3.75E-32,,0.312607937,-2.41E-45,,,,,,
,,,,,,9.38E-01,9.01E-02,,0.284537459,7.40E-32,,0.316227766,6.93E-45,,,,,,
,,,,,,9.38E-01,9.02E-02,,0.285294921,9.65E-32,,0.319889511,-1.59E-44,,,,,,
,,,,,,9.38E-01,9.03E-02,,0.286052382,9.73E-32,,0.323593657,3.07E-44,,,,,,
,,,,,,9.38E-01,9.04E-02,,0.286809844,8.01E-32,,0.327340695,-4.15E-44,,,,,,
,,,,,,9.38E-01,9.05E-02,,0.287567305,5.66E-32,,0.331131121,9.59E-45,,,,,,
,,,,,,9.38E-01,9.06E-02,,0.288324766,3.58E-32,,0.334965439,1.84E-43,,,,,,
,,,,,,9.38E-01,9.07E-02,,0.289082228,1.50E-32,,0.338844156,-6.74E-43,,,,,,
,,,,,,9.38E-01,9.08E-02,,0.289839689,-1.37E-32,,0.342767787,1.32E-42,,,,,,
,,,,,,9.38E-01,9.09E-02,,0.290597151,-5.39E-32,,0.34673685,-2.52E-42,,,,,,
,,,,,,9.38E-01,9.10E-02,,0.291354612,-9.82E-32,,0.350751874,1.80E-42,,,,,,
,,,,,,9.38E-01,9.11E-02,,0.292112074,-1.31E-31,,0.354813389,2.06E-42,,,,,,
,,,,,,9.38E-01,9.12E-02,,0.292869535,-1.38E-31,,0.358921935,-1.52E-41,,,,,,
,,,,,,9.38E-01,9.13E-02,,0.293626997,-1.14E-31,,0.363078055,3.10E-41,,,,,,
,,,,,,9.38E-01,9.14E-02,,0.294384458,-7.09E-32,,0.3672823,-4.30E-41,,,,,,
,,,,,,9.38E-01,9.15E-02,,0.295141919,-2.37E-32,,0.371535229,1.39E-41,,,,,,
,,,,,,9.38E-01,9.16E-02,,0.295899381,1.52E-32,,0.375837404,9.79E-41,,,,,,
,,,,,,9.38E-01,9.17E-02,,0.296656842,4.29E-32,,0.380189396,-2.67E-40,,,,,,
,,,,,,9.38E-01,9.18E-02,,0.297414304,6.08E-32,,0.384591782,3.86E-40,,,,,,
,,,,,,9.38E-01,9.19E-02,,0.298171765,6.95E-32,,0.389045145,-1.67E-40,,,,,,
,,,,,,9.38E-01,9.20E-02,,0.298929227,6.53E-32,,0.393550075,-6.50E-40,,,,,,
,,,,,,9.38E-01,9.21E-02,,0.299686688,5.51E-32,,0.398107171,1.84E-39,,,,,,
,,,,,,9.38E-01,9.22E-02,,0.30044415,4.86E-32,,0.402717034,-2.56E-39,,,,,,
,,,,,,9.38E-01,9.23E-02,,0.301201611,4.52E-32,,0.407380278,1.07E-39,,,,,,
,,,,,,9.38E-01,9.24E-02,,0.301959073,4.70E-32,,0.412097519,3.91E-39,,,,,,
,,,,,,9.38E-01,9.25E-02,,0.302716534,5.27E-32,,0.416869383,-1.24E-38,,,,,,
,,,,,,9.38E-01,9.26E-02,,0.303473995,6.51E-32,,0.421696503,2.04E-38,,,,,,
,,,,,,9.38E-01,9.27E-02,,0.304231457,9.01E-32,,0.426579519,-1.78E-38,,,,,,
,,,,,,9.38E-01,9.28E-02,,0.304988918,1.16E-31,,0.431519077,-1.23E-38,,,,,,
,,,,,,9.38E-01,9.29E-02,,0.30574638,1.36E-31,,0.436515832,7.79E-38,,,,,,
,,,,,,9.38E-01,9.30E-02,,0.306503841,1.25E-31,,0.441570447,-1.53E-37,,,,,,
,,,,,,9.38E-01,9.31E-02,,0.307261303,5.54E-32,,0.446683592,1.25E-37,,,,,,
,,,,,,9.38E-01,9.32E-02,,0.308018764,-5.67E-32,,0.451855944,1.63E-37,,,,,,
,,,,,,9.38E-01,9.33E-02,,0.308776226,-1.64E-31,,0.45708819,-6.91E-37,,,,,,
